GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM,VISITOR_TEAM,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
11/3/2010,21000062,Final,Phoenix Suns,San Antonio Spurs,2010,Phoenix Suns,110,0.446,0.87,0.381,20,40,San Antonio Spurs,112,0.545,0.688,0.429,22,45,0
11/3/2010,21000063,Final,Golden State Warriors,Memphis Grizzlies,2010,Golden State Warriors,115,0.413,0.765,0.433,26,48,Memphis Grizzlies,109,0.512,0.68,0.444,28,39,1
11/3/2010,21000064,Final,Los Angeles Clippers,Oklahoma City Thunder,2010,Los Angeles Clippers,107,0.525,0.556,0.5,22,41,Oklahoma City Thunder,92,0.378,0.87,0.154,17,47,1
11/3/2010,21000065,Final,Sacramento Kings,Los Angeles Lakers,2010,Sacramento Kings,100,0.44,0.609,0.273,20,49,Los Angeles Lakers,112,0.464,0.821,0.524,24,43,0
11/2/2010,21000047,Final,Cleveland Cavaliers,Atlanta Hawks,2010,Cleveland Cavaliers,88,0.432,0.731,0.294,15,44,Atlanta Hawks,100,0.44,0.7,0.294,26,43,0
11/2/2010,21000048,Final,Washington Wizards,Philadelphia 76ers,2010,Washington Wizards,116,0.474,0.837,0.5,24,36,Philadelphia 76ers,115,0.55,0.793,0.267,34,35,1
11/2/2010,21000049,Final,Detroit Pistons,Boston Celtics,2010,Detroit Pistons,86,0.449,0.7,0.222,13,38,Boston Celtics,109,0.519,1,0.333,33,36,0
11/2/2010,21000050,Final,Miami Heat,Minnesota Timberwolves,2010,Miami Heat,129,0.582,0.806,0.571,31,47,Minnesota Timberwolves,97,0.369,0.763,0.333,14,40,1
11/2/2010,21000052,Final,Milwaukee Bucks,Portland Trail Blazers,2010,Milwaukee Bucks,76,0.375,0.76,0.2,16,40,Portland Trail Blazers,90,0.475,0.778,0.292,21,39,0
11/2/2010,21000053,Final,Los Angeles Lakers,Memphis Grizzlies,2010,Los Angeles Lakers,124,0.512,0.8,0.609,22,59,Memphis Grizzlies,105,0.413,0.759,0.5,22,36,1
11/1/2010,21000044,Final,Chicago Bulls,Portland Trail Blazers,2010,Chicago Bulls,110,0.606,0.594,0.385,27,36,Portland Trail Blazers,98,0.413,0.78,0,15,35,1
11/1/2010,21000045,Final,Sacramento Kings,Toronto Raptors,2010,Sacramento Kings,111,0.477,0.815,0.417,15,40,Toronto Raptors,108,0.459,0.724,0.429,19,42,1
11/1/2010,21000046,Final,Los Angeles Clippers,San Antonio Spurs,2010,Los Angeles Clippers,88,0.463,0.5,0.308,26,40,San Antonio Spurs,97,0.481,0.8,0.429,28,39,0
10/31/2010,21000040,Final,Brooklyn Nets,Miami Heat,2010,Brooklyn Nets,78,0.353,0.652,0.214,16,43,Miami Heat,101,0.537,0.706,0.313,29,40,0
10/31/2010,21000041,Final,Los Angeles Clippers,Dallas Mavericks,2010,Los Angeles Clippers,83,0.341,0.742,0.19,17,48,Dallas Mavericks,99,0.468,0.69,0.438,23,41,0
10/31/2010,21000042,Final,Oklahoma City Thunder,Utah Jazz,2010,Oklahoma City Thunder,99,0.4,0.882,0.25,10,38,Utah Jazz,120,0.53,0.833,0.636,32,42,0
10/31/2010,21000043,Final,Los Angeles Lakers,Golden State Warriors,2010,Los Angeles Lakers,107,0.443,0.767,0.316,25,56,Golden State Warriors,83,0.404,0.462,0.25,27,42,1
10/30/2010,21000031,Final,Atlanta Hawks,Washington Wizards,2010,Atlanta Hawks,99,0.42,0.867,0.263,19,43,Washington Wizards,95,0.5,0.714,0.333,16,34,1
10/30/2010,21000032,Final,Cleveland Cavaliers,Sacramento Kings,2010,Cleveland Cavaliers,104,0.488,0.69,0.316,22,35,Sacramento Kings,107,0.519,0.75,0.6,24,43,0
10/30/2010,21000033,Final,New York Knicks,Portland Trail Blazers,2010,New York Knicks,95,0.42,0.56,0.25,16,51,Portland Trail Blazers,100,0.487,0.667,0.462,22,41,0
10/30/2010,21000034,Final,Indiana Pacers,Philadelphia 76ers,2010,Indiana Pacers,99,0.416,0.72,0.292,18,51,Philadelphia 76ers,86,0.439,0.5,0.545,13,46,1
10/30/2010,21000035,Final,Chicago Bulls,Detroit Pistons,2010,Chicago Bulls,101,0.43,0.71,0.278,17,51,Detroit Pistons,91,0.378,0.686,0.278,14,44,1
10/30/2010,21000036,Final,Memphis Grizzlies,Minnesota Timberwolves,2010,Memphis Grizzlies,109,0.462,0.833,0.4,27,43,Minnesota Timberwolves,89,0.348,0.656,0.3,15,57,1
10/30/2010,21000037,Final,Houston Rockets,Denver Nuggets,2010,Houston Rockets,94,0.457,0.81,0.158,19,44,Denver Nuggets,107,0.378,0.879,0.37,16,48,0
10/30/2010,21000038,Final,Milwaukee Bucks,Charlotte Hornets,2010,Milwaukee Bucks,98,0.451,0.852,0.5,19,40,Charlotte Hornets,88,0.469,0.826,0.474,13,28,1
10/30/2010,21000039,Final,San Antonio Spurs,New Orleans Pelicans,2010,San Antonio Spurs,90,0.388,0.857,0.231,24,41,New Orleans Pelicans,99,0.5,0.824,0.636,20,40,0
10/29/2010,21000019,Final,Charlotte Hornets,Indiana Pacers,2010,Charlotte Hornets,101,0.443,0.778,0.333,17,45,Indiana Pacers,104,0.45,0.833,0.414,25,34,0
10/29/2010,21000020,Final,Brooklyn Nets,Sacramento Kings,2010,Brooklyn Nets,106,0.525,0.8,0.545,18,43,Sacramento Kings,100,0.419,0.654,0.25,21,31,1
10/29/2010,21000021,Final,Philadelphia 76ers,Atlanta Hawks,2010,Philadelphia 76ers,101,0.412,0.788,0.455,24,36,Atlanta Hawks,104,0.514,0.839,0.353,24,46,0
10/29/2010,21000022,Final,Toronto Raptors,Cleveland Cavaliers,2010,Toronto Raptors,101,0.476,0.944,0.3,24,46,Cleveland Cavaliers,81,0.381,0.8,0.474,15,33,1
10/29/2010,21000023,Final,Boston Celtics,New York Knicks,2010,Boston Celtics,105,0.484,0.667,0.313,33,54,New York Knicks,101,0.435,0.667,0.333,24,38,1
10/29/2010,21000024,Final,Detroit Pistons,Oklahoma City Thunder,2010,Detroit Pistons,104,0.471,0.8,0.667,16,43,Oklahoma City Thunder,105,0.388,0.841,0.133,16,47,0
10/29/2010,21000025,Final,Miami Heat,Orlando Magic,2010,Miami Heat,96,0.407,0.778,0.5,17,51,Orlando Magic,70,0.304,0.706,0.167,5,40,1
10/29/2010,21000026,Final,Minnesota Timberwolves,Milwaukee Bucks,2010,Minnesota Timberwolves,96,0.376,0.722,0.273,13,62,Milwaukee Bucks,85,0.356,0.8,0.15,18,39,1
10/29/2010,21000027,Final,New Orleans Pelicans,Denver Nuggets,2010,New Orleans Pelicans,101,0.494,0.792,0.353,23,35,Denver Nuggets,95,0.486,0.76,0.4,19,37,1
10/29/2010,21000028,Final,Dallas Mavericks,Memphis Grizzlies,2010,Dallas Mavericks,90,0.472,0.667,0.333,24,45,Memphis Grizzlies,91,0.388,0.694,0.267,17,45,0
10/29/2010,21000029,Final,Golden State Warriors,Los Angeles Clippers,2010,Golden State Warriors,109,0.531,0.529,0.583,32,46,Los Angeles Clippers,91,0.386,0.688,0.278,17,40,1
10/29/2010,21000030,Final,Phoenix Suns,Los Angeles Lakers,2010,Phoenix Suns,106,0.473,0.692,0.375,21,43,Los Angeles Lakers,114,0.484,0.833,0.444,21,46,0
10/28/2010,21000017,Final,Orlando Magic,Washington Wizards,2010,Orlando Magic,112,0.558,0.563,0.333,20,53,Washington Wizards,83,0.372,0.7,0.211,17,25,1
10/28/2010,21000018,Final,Utah Jazz,Phoenix Suns,2010,Utah Jazz,94,0.429,0.704,0.231,19,45,Phoenix Suns,110,0.463,0.765,0.385,20,44,0
10/27/2010,21000004,Final,Cleveland Cavaliers,Boston Celtics,2010,Cleveland Cavaliers,95,0.444,0.81,0.3,24,37,Boston Celtics,87,0.472,0.762,0.25,24,38,1
10/27/2010,21000005,Final,Brooklyn Nets,Detroit Pistons,2010,Brooklyn Nets,101,0.488,0.708,0.429,17,44,Detroit Pistons,98,0.446,0.533,0.421,21,37,1
10/27/2010,21000006,Final,Philadelphia 76ers,Miami Heat,2010,Philadelphia 76ers,87,0.434,0.727,0.389,24,38,Miami Heat,97,0.478,0.742,0.5,15,37,0
10/27/2010,21000007,Final,Toronto Raptors,New York Knicks,2010,Toronto Raptors,93,0.383,0.75,0.3,20,45,New York Knicks,98,0.432,0.882,0.292,12,49,0
10/27/2010,21000008,Final,Memphis Grizzlies,Atlanta Hawks,2010,Memphis Grizzlies,104,0.465,0.8,0.444,13,39,Atlanta Hawks,119,0.525,0.871,0.5,20,44,0
10/27/2010,21000009,Final,Minnesota Timberwolves,Sacramento Kings,2010,Minnesota Timberwolves,116,0.473,0.786,0.444,22,46,Sacramento Kings,117,0.459,0.745,0.364,25,45,0
10/27/2010,21000010,Final,New Orleans Pelicans,Milwaukee Bucks,2010,New Orleans Pelicans,95,0.43,0.793,0.235,23,44,Milwaukee Bucks,91,0.429,0.607,0.348,14,45,1
10/27/2010,21000011,Final,Oklahoma City Thunder,Chicago Bulls,2010,Oklahoma City Thunder,106,0.41,0.809,0.222,17,44,Chicago Bulls,95,0.43,0.591,0.143,21,51,1
10/27/2010,21000012,Final,Dallas Mavericks,Charlotte Hornets,2010,Dallas Mavericks,101,0.547,0.833,0.267,29,41,Charlotte Hornets,86,0.397,0.958,0.385,22,36,1
10/27/2010,21000013,Final,San Antonio Spurs,Indiana Pacers,2010,San Antonio Spurs,122,0.506,0.806,0.45,29,35,Indiana Pacers,109,0.532,0.679,0.381,20,36,1
10/27/2010,21000014,Final,Denver Nuggets,Utah Jazz,2010,Denver Nuggets,110,0.438,0.829,0.3,23,46,Utah Jazz,88,0.386,0.721,0.231,21,44,1
10/27/2010,21000015,Final,Golden State Warriors,Houston Rockets,2010,Golden State Warriors,132,0.554,0.846,0.4,25,45,Houston Rockets,128,0.471,0.808,0.25,24,39,1
