GAME_DATE,GAME_ID,SEASON,HOME_TEAM_WINS,HOME_TEAM,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,VISITOR_TEAM,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
2020-02-25,21900858,2019,0,Toronto Raptors,97,0.352,0.714,0.346,21,43,Milwaukee Bucks,108,0.381,0.833,0.333,23,53
2020-02-25,21900859,2019,0,Chicago Bulls,122,0.536,0.667,0.387,22,39,Oklahoma City Thunder,124,0.553,0.743,0.467,25,37
2020-02-25,21900860,2019,1,Denver Nuggets,115,0.579,0.818,0.474,33,41,Detroit Pistons,98,0.407,0.81,0.366,24,33
2020-02-25,21900861,2019,1,Los Angeles Lakers,118,0.441,0.714,0.295,27,51,New Orleans Pelicans,109,0.453,0.767,0.296,31,45
2020-02-25,21900862,2019,0,Portland Trail Blazers,106,0.447,0.739,0.419,24,41,Boston Celtics,118,0.478,0.929,0.487,19,45
2020-02-25,21900863,2019,0,Golden State Warriors,94,0.443,0.833,0.143,21,34,Sacramento Kings,112,0.526,0.559,0.433,25,40
2020-02-24,21900849,2019,1,Cleveland Cavaliers,125,0.443,0.735,0.378,25,53,Miami Heat,119,0.458,0.75,0.381,33,49
2020-02-24,21900850,2019,1,Philadelphia 76ers,129,0.511,0.9,0.4,27,48,Atlanta Hawks,112,0.412,0.889,0.211,19,44
2020-02-24,21900851,2019,0,Washington Wizards,134,0.48,0.758,0.429,27,41,Milwaukee Bucks,137,0.57,0.815,0.459,26,45
2020-02-24,21900852,2019,0,Brooklyn Nets,113,0.479,0.625,0.432,29,49,Orlando Magic,115,0.494,0.824,0.382,27,41
2020-02-24,21900853,2019,1,Houston Rockets,123,0.5,0.677,0.333,20,38,New York Knicks,112,0.44,0.7,0.379,20,54
2020-02-24,21900854,2019,1,Dallas Mavericks,139,0.505,0.75,0.364,28,54,Minnesota Timberwolves,123,0.442,0.706,0.357,16,42
2020-02-24,21900855,2019,0,Utah Jazz,111,0.471,0.86,0.385,16,30,Phoenix Suns,131,0.563,0.875,0.6,33,38
2020-02-24,21900856,2019,1,Los Angeles Clippers,124,0.5,0.824,0.432,33,50,Memphis Grizzlies,97,0.416,0.727,0.259,20,45
2020-02-23,21900842,2019,1,Los Angeles Lakers,114,0.453,0.676,0.324,20,46,Boston Celtics,112,0.458,0.767,0.382,20,44
2020-02-23,21900843,2019,1,Toronto Raptors,127,0.511,0.889,0.386,32,57,Indiana Pacers,81,0.326,0.647,0.242,23,39
2020-02-23,21900844,2019,1,Denver Nuggets,128,0.589,0.647,0.367,29,38,Minnesota Timberwolves,116,0.444,0.759,0.35,26,38
2020-02-23,21900845,2019,1,Chicago Bulls,126,0.556,0.643,0.486,27,37,Washington Wizards,117,0.507,0.861,0.4,24,34
2020-02-23,21900846,2019,1,Oklahoma City Thunder,131,0.575,0.875,0.455,28,54,San Antonio Spurs,103,0.369,0.842,0.289,27,43
2020-02-23,21900847,2019,0,Golden State Warriors,101,0.435,0.667,0.314,28,48,New Orleans Pelicans,115,0.469,0.462,0.405,34,52
2020-02-23,21900848,2019,1,Portland Trail Blazers,107,0.488,0.632,0.433,20,41,Detroit Pistons,104,0.43,0.95,0.314,18,44
2020-02-22,21900835,2019,0,Los Angeles Clippers,103,0.391,0.862,0.333,20,47,Sacramento Kings,112,0.449,0.769,0.387,25,48
2020-02-22,21900836,2019,0,Charlotte Hornets,86,0.352,0.571,0.343,22,45,Brooklyn Nets,115,0.483,0.737,0.362,26,54
2020-02-22,21900837,2019,1,Atlanta Hawks,111,0.439,0.654,0.216,27,53,Dallas Mavericks,107,0.449,0.684,0.318,23,48
2020-02-22,21900838,2019,1,Miami Heat,124,0.57,0.75,0.475,34,29,Cleveland Cavaliers,105,0.481,0.727,0.361,29,40
2020-02-22,21900839,2019,0,Chicago Bulls,104,0.434,0.857,0.368,18,38,Phoenix Suns,112,0.442,0.839,0.333,26,47
2020-02-22,21900840,2019,1,Milwaukee Bucks,119,0.527,0.692,0.341,35,57,Philadelphia 76ers,98,0.354,0.833,0.342,17,43
2020-02-22,21900841,2019,0,Utah Jazz,110,0.467,0.792,0.226,18,46,Houston Rockets,120,0.489,0.714,0.417,20,42
2020-02-21,21900826,2019,0,Orlando Magic,106,0.394,0.789,0.209,21,48,Dallas Mavericks,122,0.512,0.808,0.395,26,50
2020-02-21,21900827,2019,0,Washington Wizards,108,0.387,0.739,0.243,24,47,Cleveland Cavaliers,113,0.531,0.64,0.407,19,47
2020-02-21,21900828,2019,0,New York Knicks,98,0.432,0.68,0.44,21,40,Indiana Pacers,106,0.409,0.788,0.286,20,50
2020-02-21,21900829,2019,1,Toronto Raptors,118,0.525,0.909,0.378,24,48,Phoenix Suns,101,0.413,0.826,0.176,29,34
2020-02-21,21900830,2019,0,Minnesota Timberwolves,117,0.404,0.857,0.357,23,43,Boston Celtics,127,0.463,0.784,0.345,21,58
2020-02-21,21900831,2019,1,Oklahoma City Thunder,113,0.46,0.889,0.346,19,44,Denver Nuggets,101,0.481,0.913,0.222,19,39
2020-02-21,21900832,2019,0,Utah Jazz,104,0.427,0.846,0.364,25,47,San Antonio Spurs,113,0.44,0.885,0.5,22,48
2020-02-21,21900833,2019,1,Los Angeles Lakers,117,0.477,0.65,0.31,25,49,Memphis Grizzlies,105,0.457,0.516,0.333,22,50
2020-02-21,21900834,2019,0,Portland Trail Blazers,115,0.457,0.76,0.37,20,46,New Orleans Pelicans,128,0.536,0.606,0.529,36,46
2020-02-20,21900820,2019,0,Detroit Pistons,106,0.482,0.813,0.351,25,46,Milwaukee Bucks,126,0.505,0.815,0.303,24,41
2020-02-20,21900821,2019,1,Atlanta Hawks,129,0.482,0.886,0.457,22,41,Miami Heat,124,0.408,0.868,0.297,28,51
2020-02-20,21900822,2019,1,Philadelphia 76ers,112,0.442,0.914,0.182,19,48,Brooklyn Nets,104,0.353,0.786,0.294,22,49
2020-02-20,21900823,2019,0,Chicago Bulls,93,0.425,0.632,0.226,24,38,Charlotte Hornets,103,0.473,0.862,0.286,22,44
2020-02-20,21900824,2019,1,Sacramento Kings,129,0.506,0.722,0.487,22,27,Memphis Grizzlies,125,0.506,0.844,0.4,25,51
2020-02-20,21900825,2019,0,Golden State Warriors,105,0.494,0.833,0.212,26,40,Houston Rockets,135,0.529,0.909,0.51,31,36
2020-02-13,21900818,2019,1,Boston Celtics,141,0.437,0.825,0.419,22,51,Los Angeles Clippers,133,0.418,0.811,0.314,19,55
2020-02-13,21900819,2019,0,New Orleans Pelicans,118,0.488,0.741,0.4,31,46,Oklahoma City Thunder,123,0.5,0.818,0.481,28,40
2020-02-12,21900807,2019,1,Cleveland Cavaliers,127,0.511,0.84,0.357,25,55,Atlanta Hawks,105,0.429,0.8,0.382,24,38
2020-02-12,21900808,2019,1,Orlando Magic,116,0.458,0.889,0.333,34,46,Detroit Pistons,112,0.435,0.933,0.4,28,47
2020-02-12,21900809,2019,1,Brooklyn Nets,101,0.409,0.8,0.257,27,55,Toronto Raptors,91,0.378,0.769,0.302,21,42
2020-02-12,21900810,2019,1,Indiana Pacers,118,0.523,0.792,0.333,28,44,Milwaukee Bucks,111,0.407,0.96,0.351,18,44
2020-02-12,21900811,2019,0,New York Knicks,96,0.409,0.724,0.13,19,52,Washington Wizards,114,0.476,0.727,0.357,25,40
2020-02-12,21900812,2019,1,Memphis Grizzlies,111,0.474,0.682,0.261,26,57,Portland Trail Blazers,104,0.371,0.792,0.351,21,51
2020-02-12,21900813,2019,0,Minnesota Timberwolves,108,0.386,0.8,0.286,25,48,Charlotte Hornets,115,0.467,0.652,0.412,22,52
2020-02-12,21900814,2019,1,Dallas Mavericks,130,0.565,0.81,0.425,34,47,Sacramento Kings,111,0.414,0.773,0.308,26,40
2020-02-12,21900815,2019,1,Phoenix Suns,112,0.462,0.933,0.378,25,40,Golden State Warriors,106,0.506,0.895,0.355,27,38
2020-02-12,21900816,2019,1,Utah Jazz,116,0.482,0.87,0.389,23,53,Miami Heat,101,0.432,0.75,0.333,19,37
2020-02-12,21900817,2019,0,Denver Nuggets,116,0.5,0.773,0.44,32,42,Los Angeles Lakers,120,0.505,0.519,0.364,29,49
2020-02-11,21900802,2019,1,Philadelphia 76ers,110,0.463,0.667,0.296,25,50,Los Angeles Clippers,103,0.444,0.692,0.452,25,42
2020-02-11,21900803,2019,1,Washington Wizards,126,0.539,0.792,0.344,28,44,Chicago Bulls,114,0.478,0.714,0.41,25,44
2020-02-11,21900804,2019,1,New Orleans Pelicans,138,0.533,0.813,0.412,40,50,Portland Trail Blazers,117,0.473,0.786,0.241,21,40
2020-02-11,21900805,2019,0,Oklahoma City Thunder,106,0.459,0.81,0.355,19,35,San Antonio Spurs,114,0.488,0.926,0.28,20,46
2020-02-11,21900806,2019,1,Houston Rockets,116,0.429,0.881,0.289,17,45,Boston Celtics,105,0.435,0.8,0.344,24,48
2020-02-10,21900793,2019,0,Detroit Pistons,76,0.354,0.846,0.2,21,52,Charlotte Hornets,87,0.375,0.857,0.25,19,45
2020-02-10,21900794,2019,0,Indiana Pacers,105,0.489,0.727,0.233,28,40,Brooklyn Nets,106,0.402,0.75,0.324,20,53
2020-02-10,21900795,2019,1,Orlando Magic,135,0.526,0.773,0.474,33,45,Atlanta Hawks,126,0.534,0.941,0.432,33,31
2020-02-10,21900796,2019,1,Toronto Raptors,137,0.573,0.783,0.515,29,41,Minnesota Timberwolves,126,0.453,0.857,0.45,24,38
2020-02-10,21900797,2019,1,Milwaukee Bucks,123,0.448,0.826,0.429,26,55,Sacramento Kings,111,0.416,0.722,0.326,23,49
2020-02-10,21900798,2019,0,Dallas Mavericks,119,0.47,0.839,0.349,24,26,Utah Jazz,123,0.59,0.762,0.429,27,45
2020-02-10,21900799,2019,1,Denver Nuggets,127,0.563,0.826,0.514,34,37,San Antonio Spurs,120,0.482,0.88,0.5,33,36
2020-02-10,21900800,2019,0,Golden State Warriors,101,0.39,0.882,0.324,23,40,Miami Heat,113,0.494,0.714,0.364,36,45
2020-02-10,21900801,2019,1,Los Angeles Lakers,125,0.516,0.68,0.378,28,59,Phoenix Suns,100,0.421,0.806,0.355,26,29
2020-02-09,21900786,2019,0,Oklahoma City Thunder,111,0.453,0.759,0.407,14,44,Boston Celtics,112,0.452,0.741,0.444,19,53
2020-02-09,21900787,2019,1,Atlanta Hawks,140,0.454,0.903,0.35,29,50,New York Knicks,135,0.473,0.72,0.382,30,56
2020-02-09,21900788,2019,1,Philadelphia 76ers,118,0.5,0.719,0.407,29,44,Chicago Bulls,111,0.489,0.765,0.375,23,42
2020-02-09,21900789,2019,0,Washington Wizards,99,0.35,0.759,0.212,25,50,Memphis Grizzlies,106,0.422,0.6,0.156,19,62
2020-02-09,21900790,2019,0,Houston Rockets,113,0.463,0.714,0.357,20,36,Utah Jazz,114,0.488,0.833,0.395,25,48
2020-02-09,21900791,2019,0,Cleveland Cavaliers,92,0.368,0.682,0.212,22,45,Los Angeles Clippers,133,0.57,0.75,0.333,28,52
2020-02-09,21900792,2019,1,Portland Trail Blazers,115,0.471,0.727,0.452,20,43,Miami Heat,109,0.398,0.786,0.408,31,49
2020-02-08,21900777,2019,0,Orlando Magic,95,0.378,0.786,0.25,28,46,Milwaukee Bucks,111,0.452,0.75,0.385,26,62
2020-02-08,21900778,2019,0,Charlotte Hornets,100,0.437,0.722,0.306,15,39,Dallas Mavericks,116,0.506,1,0.486,29,46
2020-02-08,21900779,2019,0,Detroit Pistons,92,0.493,0.688,0.448,21,28,New York Knicks,95,0.447,0.647,0.364,24,47
2020-02-08,21900780,2019,0,Indiana Pacers,117,0.53,0.741,0.346,25,37,New Orleans Pelicans,124,0.463,0.84,0.395,27,53
2020-02-08,21900781,2019,1,Toronto Raptors,119,0.474,0.714,0.4,22,48,Brooklyn Nets,118,0.446,0.833,0.364,27,46
2020-02-08,21900782,2019,1,Minnesota Timberwolves,142,0.547,0.667,0.591,39,46,Los Angeles Clippers,115,0.477,0.828,0.346,24,43
2020-02-08,21900783,2019,0,Golden State Warriors,120,0.517,0.652,0.406,31,33,Los Angeles Lakers,125,0.524,0.735,0.483,29,47
2020-02-08,21900784,2019,0,Phoenix Suns,108,0.437,1,0.281,25,41,Denver Nuggets,117,0.549,0.762,0.393,23,40
2020-02-08,21900785,2019,1,Sacramento Kings,122,0.523,0.65,0.543,25,39,San Antonio Spurs,102,0.506,0.722,0.292,23,41
2020-02-07,21900769,2019,1,Philadelphia 76ers,119,0.533,0.6,0.56,34,50,Memphis Grizzlies,107,0.409,0.839,0.238,25,40
2020-02-07,21900770,2019,1,Washington Wizards,119,0.5,0.769,0.5,28,39,Dallas Mavericks,118,0.462,0.857,0.4,27,49
2020-02-07,21900771,2019,1,Boston Celtics,112,0.43,0.815,0.432,23,47,Atlanta Hawks,107,0.407,0.923,0.333,21,46
2020-02-07,21900772,2019,0,Indiana Pacers,106,0.453,0.818,0.294,26,47,Toronto Raptors,115,0.477,0.824,0.447,28,39
2020-02-07,21900773,2019,1,Oklahoma City Thunder,108,0.513,0.833,0.217,21,42,Detroit Pistons,101,0.427,0.737,0.289,19,37
2020-02-07,21900774,2019,1,Phoenix Suns,127,0.558,0.963,0.484,29,51,Houston Rockets,91,0.341,0.846,0.229,16,29
2020-02-07,21900775,2019,1,Sacramento Kings,105,0.488,0.5,0.432,29,36,Miami Heat,97,0.442,0.68,0.3,21,42
2020-02-07,21900776,2019,1,Utah Jazz,117,0.495,0.708,0.333,21,56,Portland Trail Blazers,114,0.454,0.643,0.425,14,43
2020-02-06,21900764,2019,1,New York Knicks,105,0.467,0.684,0.3,27,39,Orlando Magic,103,0.453,0.867,0.29,22,39
2020-02-06,21900765,2019,0,Chicago Bulls,119,0.495,0.609,0.448,25,40,New Orleans Pelicans,125,0.563,0.579,0.421,38,45
2020-02-06,21900766,2019,1,Milwaukee Bucks,112,0.468,0.667,0.324,19,60,Philadelphia 76ers,101,0.374,0.571,0.422,24,50
2020-02-06,21900767,2019,1,Portland Trail Blazers,125,0.533,0.75,0.486,28,50,San Antonio Spurs,117,0.446,0.893,0.357,25,39
2020-02-06,21900768,2019,0,Los Angeles Lakers,111,0.495,0.75,0.29,33,38,Houston Rockets,121,0.506,0.889,0.452,20,37
2020-02-05,21900755,2019,1,Detroit Pistons,116,0.484,0.75,0.429,31,42,Phoenix Suns,108,0.545,0.8,0.462,29,37
2020-02-05,21900756,2019,1,Boston Celtics,116,0.535,0.688,0.565,23,41,Orlando Magic,100,0.427,0.767,0.419,20,39
2020-02-05,21900757,2019,1,Brooklyn Nets,129,0.51,0.867,0.412,29,65,Golden State Warriors,88,0.365,0.722,0.128,20,34
2020-02-05,21900758,2019,1,Toronto Raptors,119,0.5,0.875,0.375,27,37,Indiana Pacers,118,0.524,0.813,0.487,29,42
2020-02-05,21900759,2019,0,Minnesota Timberwolves,120,0.495,0.75,0.257,18,33,Atlanta Hawks,127,0.524,0.933,0.406,23,44
2020-02-05,21900760,2019,1,Oklahoma City Thunder,109,0.469,0.8,0.346,21,40,Cleveland Cavaliers,103,0.461,0.545,0.395,31,45
2020-02-05,21900761,2019,0,Dallas Mavericks,107,0.362,0.917,0.395,19,42,Memphis Grizzlies,121,0.528,0.75,0.48,27,52
2020-02-05,21900762,2019,0,Utah Jazz,95,0.419,0.643,0.359,20,46,Denver Nuggets,98,0.433,0.722,0.233,23,52
2020-02-05,21900763,2019,1,Los Angeles Clippers,128,0.506,0.737,0.444,35,51,Miami Heat,111,0.43,0.714,0.381,29,46
2020-02-04,21900751,2019,0,New Orleans Pelicans,108,0.384,0.75,0.286,26,49,Milwaukee Bucks,120,0.471,0.765,0.306,34,53
2020-02-04,21900752,2019,1,Houston Rockets,125,0.443,0.826,0.333,25,41,Charlotte Hornets,110,0.47,0.792,0.394,22,53
2020-02-04,21900753,2019,1,Denver Nuggets,127,0.511,0.72,0.5,30,50,Portland Trail Blazers,99,0.396,0.818,0.29,16,36
2020-02-04,21900754,2019,1,Los Angeles Lakers,129,0.588,0.68,0.429,28,58,San Antonio Spurs,102,0.44,0.6,0.481,21,28
2020-02-03,21900741,2019,0,Charlotte Hornets,100,0.461,0.643,0.29,24,46,Orlando Magic,112,0.538,0.588,0.471,35,37
2020-02-03,21900742,2019,0,Cleveland Cavaliers,134,0.565,0.667,0.514,34,34,New York Knicks,139,0.559,0.714,0.385,33,46
2020-02-03,21900743,2019,0,Indiana Pacers,103,0.458,0.727,0.206,28,40,Dallas Mavericks,112,0.419,0.957,0.4,20,51
2020-02-03,21900744,2019,0,Washington Wizards,117,0.506,0.828,0.409,28,35,Golden State Warriors,125,0.494,0.774,0.5,31,44
2020-02-03,21900745,2019,0,Atlanta Hawks,115,0.5,0.905,0.4,22,32,Boston Celtics,123,0.533,0.882,0.414,21,44
2020-02-03,21900746,2019,1,Brooklyn Nets,119,0.483,0.857,0.441,28,44,Phoenix Suns,97,0.433,0.722,0.353,23,43
2020-02-03,21900747,2019,1,Miami Heat,137,0.565,0.833,0.5,27,35,Philadelphia 76ers,106,0.434,0.84,0.342,24,44
2020-02-03,21900748,2019,1,Memphis Grizzlies,96,0.467,0.833,0.118,27,47,Detroit Pistons,82,0.347,0.667,0.308,21,51
2020-02-03,21900749,2019,1,Sacramento Kings,113,0.507,0.742,0.519,26,34,Minnesota Timberwolves,109,0.435,0.786,0.342,25,45
2020-02-03,21900750,2019,1,Los Angeles Clippers,108,0.464,0.792,0.407,28,51,San Antonio Spurs,105,0.421,0.813,0.324,21,46
2020-02-02,21900737,2019,1,Detroit Pistons,128,0.511,0.75,0.452,33,43,Denver Nuggets,123,0.5,0.773,0.313,30,47
2020-02-02,21900738,2019,1,Houston Rockets,117,0.39,0.864,0.314,22,43,New Orleans Pelicans,109,0.447,0.75,0.303,21,63
2020-02-02,21900739,2019,1,Milwaukee Bucks,129,0.495,0.667,0.395,30,60,Phoenix Suns,108,0.394,0.87,0.261,20,49
2020-02-02,21900740,2019,1,Toronto Raptors,129,0.56,0.826,0.471,28,46,Chicago Bulls,102,0.389,0.654,0.313,25,41
2020-02-01,21900727,2019,1,Los Angeles Clippers,118,0.459,0.889,0.353,20,50,Minnesota Timberwolves,106,0.405,0.838,0.179,24,44
2020-02-01,21900728,2019,0,Indiana Pacers,85,0.421,0.619,0.333,21,34,New York Knicks,92,0.415,0.739,0.269,19,57
2020-02-01,21900729,2019,0,Orlando Magic,89,0.398,0.824,0.273,21,39,Miami Heat,102,0.429,0.808,0.455,24,48
2020-02-01,21900730,2019,0,Cleveland Cavaliers,112,0.432,1,0.364,26,46,Golden State Warriors,131,0.533,0.895,0.514,39,44
2020-02-01,21900731,2019,1,Washington Wizards,113,0.44,0.615,0.281,21,51,Brooklyn Nets,107,0.415,0.619,0.34,25,53
2020-02-01,21900732,2019,1,Boston Celtics,116,0.475,0.78,0.267,15,42,Philadelphia 76ers,95,0.369,0.839,0.212,15,47
2020-02-01,21900733,2019,1,Dallas Mavericks,123,0.468,0.938,0.513,26,53,Atlanta Hawks,100,0.407,0.762,0.303,19,50
2020-02-01,21900734,2019,1,San Antonio Spurs,114,0.517,0.667,0.357,27,44,Charlotte Hornets,90,0.422,0.833,0.278,29,37
2020-02-01,21900736,2019,0,Sacramento Kings,113,0.429,0.808,0.318,21,44,Los Angeles Lakers,129,0.512,0.815,0.442,33,46
2020-02-01,21900735,2019,1,Portland Trail Blazers,124,0.511,0.833,0.517,20,51,Utah Jazz,107,0.426,1,0.439,19,37
2020-01-31,21900720,2019,0,Detroit Pistons,92,0.354,0.735,0.306,18,45,Toronto Raptors,105,0.518,0.727,0.333,26,42
2020-01-31,21900721,2019,1,Brooklyn Nets,133,0.625,0.72,0.484,31,37,Chicago Bulls,118,0.488,0.846,0.353,27,38
2020-01-31,21900722,2019,1,Houston Rockets,128,0.459,0.85,0.467,25,37,Dallas Mavericks,121,0.478,0.778,0.389,29,52
2020-01-31,21900723,2019,1,New Orleans Pelicans,139,0.537,0.846,0.441,30,57,Memphis Grizzlies,111,0.469,0.577,0.194,17,34
2020-01-31,21900724,2019,0,Milwaukee Bucks,115,0.453,0.654,0.3,29,46,Denver Nuggets,127,0.48,1,0.478,29,50
2020-01-31,21900725,2019,0,Phoenix Suns,107,0.474,0.897,0.375,20,40,Oklahoma City Thunder,111,0.433,0.909,0.226,26,41
2020-01-31,21900726,2019,0,Los Angeles Lakers,119,0.469,0.643,0.344,28,62,Portland Trail Blazers,127,0.505,0.762,0.361,25,40
2020-01-30,21900714,2019,0,Cleveland Cavaliers,109,0.467,0.857,0.361,23,52,Toronto Raptors,115,0.488,0.75,0.375,23,37
2020-01-30,21900715,2019,1,Washington Wizards,121,0.477,0.926,0.378,24,57,Charlotte Hornets,107,0.434,0.632,0.3,32,38
2020-01-30,21900716,2019,1,Atlanta Hawks,127,0.483,0.865,0.314,29,48,Philadelphia 76ers,117,0.463,0.711,0.29,22,42
2020-01-30,21900717,2019,1,Boston Celtics,119,0.477,0.909,0.429,27,51,Golden State Warriors,104,0.429,0.867,0.308,24,30
2020-01-30,21900718,2019,1,Denver Nuggets,106,0.471,0.81,0.333,25,43,Utah Jazz,100,0.462,0.647,0.459,24,35
2020-01-30,21900719,2019,0,Los Angeles Clippers,103,0.38,0.8,0.419,26,39,Sacramento Kings,124,0.5,0.833,0.512,27,47
2020-01-29,21900708,2019,1,Indiana Pacers,115,0.517,0.727,0.259,26,46,Chicago Bulls,106,0.529,0.667,0.182,26,34
2020-01-29,21900709,2019,1,Brooklyn Nets,125,0.506,0.8,0.385,26,37,Detroit Pistons,115,0.506,0.75,0.385,25,41
2020-01-29,21900710,2019,0,New York Knicks,106,0.429,0.655,0.321,26,46,Memphis Grizzlies,127,0.5,0.848,0.464,25,44
2020-01-29,21900711,2019,1,San Antonio Spurs,127,0.561,0.9,0.258,23,35,Utah Jazz,120,0.44,0.696,0.368,18,43
2020-01-29,21900712,2019,1,Portland Trail Blazers,125,0.517,0.741,0.361,24,50,Houston Rockets,112,0.426,0.833,0.362,21,39
2020-01-29,21900713,2019,0,Sacramento Kings,100,0.462,0.636,0.231,22,39,Oklahoma City Thunder,120,0.5,0.85,0.441,32,45
2020-01-28,21900699,2019,1,Charlotte Hornets,97,0.386,0.778,0.25,22,51,New York Knicks,92,0.442,0.636,0.281,17,41
2020-01-28,21900702,2019,1,Philadelphia 76ers,115,0.512,0.769,0.344,28,44,Golden State Warriors,104,0.425,0.714,0.375,29,40
2020-01-28,21900700,2019,0,Cleveland Cavaliers,111,0.438,0.889,0.324,25,46,New Orleans Pelicans,125,0.534,0.75,0.382,29,40
2020-01-28,21900703,2019,1,Toronto Raptors,130,0.495,0.778,0.302,26,52,Atlanta Hawks,114,0.446,0.8,0.255,28,44
2020-01-28,21900701,2019,0,Miami Heat,101,0.371,0.839,0.243,15,45,Boston Celtics,109,0.47,0.75,0.361,24,48
2020-01-28,21900704,2019,1,Memphis Grizzlies,104,0.561,0.429,0.333,32,41,Denver Nuggets,96,0.372,0.833,0.378,23,44
2020-01-28,21900705,2019,1,Milwaukee Bucks,151,0.556,0.914,0.514,31,46,Washington Wizards,131,0.468,0.853,0.438,28,35
2020-01-28,21900706,2019,0,Dallas Mavericks,104,0.446,0.852,0.212,19,33,Phoenix Suns,133,0.593,0.905,0.429,34,39
2020-01-27,21900693,2019,0,Detroit Pistons,100,0.452,0.706,0.343,18,37,Cleveland Cavaliers,115,0.5,0.769,0.375,25,45
2020-01-27,21900694,2019,1,Miami Heat,113,0.532,0.938,0.5,31,41,Orlando Magic,92,0.371,0.789,0.297,23,41
2020-01-27,21900695,2019,1,Chicago Bulls,110,0.452,0.8,0.378,28,50,San Antonio Spurs,109,0.463,0.676,0.4,21,47
2020-01-27,21900696,2019,0,Minnesota Timberwolves,129,0.483,0.606,0.5,29,45,Sacramento Kings,133,0.5,0.794,0.45,27,44
2020-01-27,21900697,2019,0,Oklahoma City Thunder,97,0.395,0.895,0.4,23,48,Dallas Mavericks,107,0.414,0.667,0.373,21,56
2020-01-27,21900698,2019,0,Utah Jazz,117,0.506,0.731,0.286,24,38,Houston Rockets,126,0.469,0.714,0.375,14,40
2020-01-26,21900685,2019,1,Denver Nuggets,117,0.473,0.9,0.393,28,42,Houston Rockets,110,0.455,0.704,0.333,19,44
2020-01-26,21900686,2019,0,San Antonio Spurs,106,0.415,0.917,0.432,27,48,Toronto Raptors,110,0.414,0.8,0.32,31,50
2020-01-26,21900687,2019,1,Atlanta Hawks,152,0.581,0.853,0.429,30,48,Washington Wizards,133,0.477,0.905,0.333,20,34
2020-01-26,21900688,2019,1,New York Knicks,110,0.533,0.462,0.316,19,48,Brooklyn Nets,97,0.42,0.696,0.333,21,34
2020-01-26,21900689,2019,0,Orlando Magic,97,0.358,0.688,0.219,27,44,Los Angeles Clippers,112,0.468,0.862,0.433,20,53
2020-01-26,21900690,2019,1,Memphis Grizzlies,114,0.524,0.692,0.421,25,46,Phoenix Suns,109,0.38,0.8,0.379,23,42
2020-01-26,21900691,2019,1,New Orleans Pelicans,123,0.478,0.655,0.444,31,54,Boston Celtics,108,0.461,0.818,0.242,21,37
2020-01-26,21900692,2019,1,Portland Trail Blazers,139,0.544,0.84,0.571,27,43,Indiana Pacers,129,0.516,0.952,0.464,31,31
2020-01-25,21900680,2019,1,Utah Jazz,112,0.44,0.773,0.349,22,54,Dallas Mavericks,107,0.433,0.538,0.39,19,44
2020-01-25,21900681,2019,0,Detroit Pistons,111,0.413,0.667,0.371,20,52,Brooklyn Nets,121,0.447,0.88,0.357,19,55
2020-01-25,21900682,2019,0,Cleveland Cavaliers,106,0.5,0.818,0.433,30,43,Chicago Bulls,118,0.518,0.75,0.364,24,36
2020-01-25,21900683,2019,0,Minnesota Timberwolves,104,0.444,0.667,0.279,33,41,Oklahoma City Thunder,113,0.488,0.96,0.458,20,43
2020-01-25,21900684,2019,1,Philadelphia 76ers,108,0.526,0.684,0.351,19,41,Los Angeles Lakers,91,0.461,0.652,0.194,23,35
2020-01-24,21900669,2019,0,Charlotte Hornets,103,0.372,0.833,0.359,24,39,Milwaukee Bucks,116,0.506,0.75,0.278,26,53
2020-01-24,21900670,2019,0,Detroit Pistons,112,0.429,0.742,0.344,23,37,Memphis Grizzlies,125,0.544,0.903,0.5,27,49
2020-01-24,21900671,2019,0,Orlando Magic,98,0.4,0.737,0.324,18,46,Boston Celtics,109,0.465,0.833,0.4,27,44
2020-01-24,21900672,2019,0,New York Knicks,112,0.494,0.714,0.361,26,46,Toronto Raptors,118,0.506,0.826,0.486,25,31
2020-01-24,21900673,2019,0,Miami Heat,117,0.43,0.828,0.295,25,45,Los Angeles Clippers,122,0.457,0.87,0.457,33,48
2020-01-24,21900674,2019,0,Chicago Bulls,81,0.392,0.786,0.216,23,43,Sacramento Kings,98,0.432,0.857,0.313,24,42
2020-01-24,21900675,2019,0,Minnesota Timberwolves,124,0.49,0.85,0.344,28,51,Houston Rockets,131,0.516,0.839,0.344,24,35
2020-01-24,21900676,2019,0,New Orleans Pelicans,106,0.463,0.6,0.444,24,45,Denver Nuggets,113,0.377,1,0.317,26,56
2020-01-24,21900677,2019,1,Oklahoma City Thunder,140,0.581,0.765,0.56,28,45,Atlanta Hawks,111,0.457,0.8,0.306,24,37
2020-01-24,21900678,2019,0,San Antonio Spurs,99,0.423,0.848,0.2,19,43,Phoenix Suns,103,0.464,0.81,0.276,25,42
2020-01-24,21900679,2019,0,Golden State Warriors,118,0.488,0.826,0.487,31,38,Indiana Pacers,129,0.575,0.923,0.607,35,36
2020-01-23,21900666,2019,0,Cleveland Cavaliers,112,0.458,0.765,0.333,24,36,Washington Wizards,124,0.553,0.778,0.444,28,41
